OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
55,196,78,11,126,5,3.0,115,0.0,6.0,41,12,52,25,45,0,31,25,4,1.0,1,8.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,164,96,9,156,6,6.0,86,3.0,7.0,53,9,37,19,40,3,33,13,3,2.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,161,94,16,205,6,3.0,89,1.0,2.0,63,11,31,33,25,0,35,25,6,2.0,1,1.0,0,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,173,86,12,135,7,4.0,84,0.0,3.0,56,10,39,20,38,2,22,33,4,2.0,0,2.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,187,72,15,150,3,4.0,59,1.0,2.0,61,15,41,28,34,3,17,19,3,1.0,0,1.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,184,90,10,169,7,1.0,83,4.0,2.0,66,4,35,25,33,5,20,24,5,1.0,1,7.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,181,79,16,142,4,1.0,83,4.0,3.0,54,6,41,17,38,2,26,24,6,3.0,1,6.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,189,110,15,141,8,5.0,76,3.0,1.0,49,8,46,27,38,1,19,15,3,1.0,2,0.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,161,83,12,160,3,1.0,86,0.0,3.0,47,8,35,27,38,4,29,17,2,2.0,1,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,140,119,13,201,6,5.0,73,2.0,4.0,59,11,34,30,21,1,33,13,6,1.0,0,3.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,178,67,17,193,6,1.0,90,3.0,5.0,45,9,24,19,22,3,25,16,3,3.0,0,0.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,172,80,3,134,9,4.0,84,1.0,3.0,45,3,44,19,39,2,26,25,5,1.0,0,7.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,169,73,7,129,10,3.0,91,0.0,2.0,77,15,36,19,32,1,29,30,5,0.0,0,6.0,0,1,0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,174,86,10,142,5,1.0,83,2.0,2.0,41,12,36,14,48,2,38,17,2,4.0,0,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,195,86,14,123,11,3.0,81,2.0,2.0,52,14,39,33,51,0,32,22,4,1.0,0,7.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,199,99,18,176,7,4.0,82,1.0,3.0,49,14,28,30,40,2,21,16,5,2.0,3,7.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,205,113,8,225,17,14.0,74,2.0,14.0,63,14,28,33,102,1,15,17,7,4.0,1,6.0,1,2,1,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,205,85,8,151,10,3.0,95,3.0,0.0,61,10,50,24,62,1,22,24,8,1.0,1,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,202,87,16,145,15,3.0,102,2.0,3.0,55,12,41,28,45,3,28,28,5,1.0,1,5.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,174,68,9,136,7,1.0,86,3.0,5.0,64,7,33,22,40,0,27,28,5,1.0,0,5.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,207,76,8,132,8,3.0,75,3.0,2.0,51,6,36,23,53,2,28,28,4,1.0,0,7.0,1,0,0,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61,172,75,12,155,10,7.0,94,3.0,3.0,57,10,52,41,54,1,20,18,4,2.0,1,6.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,185,97,8,190,3,2.0,83,3.0,2.0,69,14,42,32,26,2,28,19,5,2.0,0,4.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,165,87,6,170,11,4.0,66,4.0,2.0,50,7,35,30,28,2,24,22,1,0.0,0,6.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,203,63,7,161,10,1.0,63,4.0,6.0,56,11,46,30,42,1,25,28,6,3.0,0,1.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,154,58,6,103,4,2.0,64,1.0,3.0,56,4,36,24,48,1,26,22,3,1.0,1,4.0,0,0,0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,179,60,9,150,8,2.0,89,1.0,2.0,49,18,35,29,43,2,21,25,5,0.0,0,0.0,2,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,192,72,14,137,6,5.0,75,2.0,2.0,74,9,41,33,41,2,34,28,6,1.0,1,5.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,255,87,12,158,15,7.0,89,2.0,3.0,49,8,43,33,43,1,30,25,4,0.0,1,8.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,167,112,15,185,7,8.0,77,5.0,7.0,41,11,36,24,43,1,25,22,6,1.0,0,6.0,0,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,187,104,14,215,7,10.0,53,1.0,5.0,59,10,39,25,34,1,32,18,5,2.0,5,5.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,203,98,19,166,6,3.0,80,2.0,5.0,59,9,37,34,50,1,24,24,7,0.0,0,1.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,188,93,14,177,6,3.0,89,1.0,1.0,66,10,49,24,43,1,29,27,4,2.0,1,6.0,0,2,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,178,91,10,138,8,1.0,65,0.0,8.0,38,6,46,26,40,1,23,22,6,0.0,0,4.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,194,64,10,140,4,4.0,76,0.0,3.0,44,6,49,38,52,1,43,24,5,1.0,0,8.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,215,73,12,155,11,3.0,88,4.0,1.0,59,6,56,38,39,0,21,31,2,0.0,2,7.0,0,1,0,3.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,207,92,13,186,5,7.0,98,0.0,4.0,52,7,26,26,37,1,31,15,4,2.0,1,8.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,215,103,13,183,5,5.0,70,4.0,2.0,67,9,35,26,24,2,32,19,5,4.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,183,66,13,129,11,1.0,89,1.0,2.0,55,12,49,38,58,0,26,26,2,1.0,0,2.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,200,89,9,139,7,2.0,89,2.0,3.0,53,11,46,30,66,0,31,22,6,0.0,1,3.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,231,77,11,124,6,2.0,99,1.0,2.0,58,12,44,34,50,3,32,20,2,1.0,2,7.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,226,74,13,127,8,3.0,81,1.0,3.0,56,9,33,29,52,3,26,18,5,2.0,1,6.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,201,64,15,168,8,6.0,102,3.0,4.0,43,7,49,34,64,2,44,22,5,2.0,0,3.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,183,92,12,187,9,10.0,81,0.0,4.0,42,8,44,32,38,1,34,17,5,1.0,2,3.0,0,0,1,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,180,80,8,242,11,5.0,91,1.0,4.0,57,13,41,33,17,3,40,23,6,0.0,0,2.0,1,0,0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,183,89,3,148,1,4.0,60,3.0,7.0,57,7,47,33,48,1,39,20,2,1.0,0,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,236,69,15,157,12,7.0,90,1.0,11.0,55,5,49,33,118,1,43,21,7,0.0,0,3.0,1,0,1,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,209,71,9,127,3,2.0,100,4.0,4.0,45,11,42,36,44,1,16,27,7,3.0,0,2.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,216,82,17,139,5,4.0,100,4.0,0.0,50,6,59,31,58,1,27,21,4,1.0,0,2.0,0,1,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,170,96,17,188,3,5.0,89,1.0,0.0,55,18,45,25,32,1,27,10,2,1.0,0,1.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,191,108,10,206,7,4.0,77,1.0,7.0,58,11,31,42,31,0,32,22,9,2.0,1,11.0,1,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,181,91,11,209,2,5.0,89,2.0,1.0,57,13,43,27,21,1,31,21,2,5.0,1,0.0,1,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,212,68,11,166,5,2.0,86,2.0,0.0,48,15,44,43,68,0,45,21,5,6.0,3,0.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,189,75,19,150,2,4.0,97,0.0,1.0,58,11,36,21,41,0,36,20,3,2.0,2,2.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,208,81,7,158,5,0.0,89,4.0,4.0,47,11,45,30,43,0,25,28,3,0.0,0,16.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,206,67,11,138,12,4.0,102,1.0,3.0,53,4,32,27,42,4,36,19,5,0.0,2,3.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,235,75,15,152,8,5.0,104,3.0,3.0,61,8,58,35,55,2,38,22,4,1.0,0,13.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,158,100,8,171,7,5.0,87,2.0,1.0,63,5,40,25,24,2,32,20,2,2.0,2,7.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,173,93,9,195,4,3.0,88,1.0,1.0,64,10,35,37,19,2,24,27,8,1.0,1,6.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,214,71,12,137,2,4.0,83,1.0,1.0,47,6,41,18,52,3,32,18,5,2.0,0,0.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,211,61,10,116,9,2.0,101,3.0,1.0,57,4,46,28,45,3,22,26,5,0.0,0,13.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,221,85,14,116,4,1.0,83,2.0,2.0,54,11,53,27,42,1,37,25,8,0.0,0,11.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,200,106,7,145,6,2.0,72,1.0,1.0,42,9,43,24,50,2,14,24,3,0.0,0,5.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,217,98,5,149,10,3.0,91,1.0,3.0,51,6,44,31,34,1,22,33,8,0.0,0,10.0,1,0,1,3.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,185,92,6,190,9,2.0,88,2.0,4.0,52,11,43,36,31,2,33,22,2,4.0,1,13.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,193,99,10,208,4,6.0,73,2.0,4.0,45,14,26,32,21,0,30,16,10,1.0,3,6.0,1,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,204,63,5,156,1,2.0,80,5.0,4.0,43,13,49,25,51,0,26,27,8,1.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,191,89,12,150,6,3.0,86,0.0,2.0,48,13,54,27,35,1,35,23,5,1.0,0,10.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,223,89,11,143,5,5.0,100,2.0,1.0,43,11,41,28,46,0,33,23,3,1.0,0,6.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,215,84,10,138,2,4.0,90,1.0,0.0,61,8,50,32,47,0,31,15,6,1.0,0,7.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,241,98,13,131,5,4.0,98,2.0,1.0,55,9,52,32,55,0,32,25,0,1.0,0,3.0,2,0,1,2.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,213,103,17,174,7,2.0,77,5.0,2.0,54,13,43,29,29,0,24,25,5,0.0,0,8.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,189,99,8,188,10,4.0,81,0.0,6.0,42,12,50,31,40,1,23,30,8,0.0,2,7.0,0,1,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,236,97,13,122,3,5.0,86,0.0,2.0,54,6,47,26,41,1,39,23,3,0.0,2,1.0,1,3,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,205,83,10,109,5,1.0,93,2.0,3.0,59,6,44,27,44,1,26,23,5,1.0,0,7.0,2,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,196,76,8,122,2,3.0,100,1.0,2.0,54,14,58,20,44,0,23,24,6,0.0,0,3.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,198,103,11,123,6,3.0,92,5.0,5.0,56,6,54,28,50,0,33,27,7,1.0,0,6.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,251,104,9,156,13,8.0,101,6.0,7.0,63,7,43,34,121,2,38,20,3,1.0,1,11.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,208,89,10,157,6,8.0,95,5.0,3.0,54,10,41,17,43,6,42,23,8,2.0,1,16.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,172,85,7,204,10,8.0,87,2.0,4.0,57,12,38,29,32,1,26,28,8,4.0,0,3.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,157,83,4,121,4,4.0,70,2.0,2.0,56,5,52,30,67,0,31,26,10,3.0,1,1.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,165,88,9,126,5,2.0,88,3.0,4.0,53,10,51,36,59,4,26,21,10,1.0,0,1.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,175,69,8,142,9,1.0,114,2.0,3.0,74,6,31,20,49,1,32,15,7,1.0,1,7.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,191,91,12,137,5,5.0,104,2.0,0.0,63,7,46,27,44,0,34,29,3,0.0,1,6.0,0,1,2,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,212,73,6,120,12,6.0,108,1.0,6.0,51,11,33,23,50,3,16,28,4,0.0,0,8.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,192,85,11,213,6,8.0,77,4.0,7.0,59,20,38,22,27,3,28,22,4,0.0,1,1.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,163,106,4,202,14,4.0,73,3.0,1.0,53,12,38,37,38,0,24,20,5,1.0,1,3.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,201,99,14,136,5,4.0,97,3.0,3.0,60,7,51,38,44,0,30,18,4,1.0,1,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,170,84,7,113,6,1.0,102,3.0,2.0,45,7,40,27,41,0,30,24,4,1.0,0,15.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,210,83,7,132,3,2.0,92,2.0,2.0,57,17,45,30,55,0,28,26,8,1.0,0,14.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,208,82,9,137,8,2.0,85,4.0,1.0,40,7,47,20,42,0,29,23,2,1.0,0,6.0,1,0,1,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,196,90,10,139,9,3.0,97,3.0,2.0,42,4,47,49,45,0,23,23,7,3.0,0,9.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,215,88,15,178,5,4.0,77,0.0,9.0,45,7,36,25,38,1,23,22,3,1.0,1,12.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,210,103,7,207,7,8.0,65,3.0,4.0,46,10,50,24,17,2,26,19,6,4.0,1,5.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,190,70,9,135,9,3.0,83,1.0,2.0,57,4,63,27,52,0,26,18,8,0.0,1,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,186,87,9,136,5,3.0,85,2.0,4.0,30,7,47,21,32,1,31,29,1,4.0,0,2.0,0,1,0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,190,67,14,134,5,6.0,77,2.0,4.0,65,12,51,19,50,4,37,22,3,1.0,1,6.0,2,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,167,68,7,124,4,4.0,85,2.0,3.0,44,7,60,21,48,3,29,22,6,1.0,0,7.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,204,81,9,131,7,2.0,97,1.0,3.0,53,5,45,23,33,5,23,24,3,1.0,1,5.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,172,86,7,188,7,8.0,70,2.0,3.0,50,15,43,30,39,1,26,13,6,0.0,1,11.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,170,110,7,195,9,2.0,75,1.0,2.0,47,8,39,38,16,1,26,28,10,5.0,2,13.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,186,78,8,140,8,2.0,63,1.0,4.0,44,6,51,23,45,0,30,24,4,2.0,1,2.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,205,65,13,148,9,3.0,78,1.0,1.0,59,9,42,24,43,0,24,18,5,1.0,0,9.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,153,101,7,145,6,6.0,71,2.0,7.0,51,11,42,21,41,0,23,19,5,3.0,1,10.0,2,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,193,67,8,114,6,4.0,58,2.0,1.0,39,9,53,29,52,1,34,16,5,0.0,1,3.0,1,0,0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,197,93,9,151,6,4.0,109,0.0,3.0,53,10,45,34,53,4,28,16,5,1.0,0,7.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,197,95,12,183,6,8.0,85,3.0,5.0,52,8,37,39,37,3,26,19,3,2.0,0,3.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,179,75,6,203,8,8.0,76,1.0,5.0,54,9,39,28,25,2,34,19,7,2.0,3,1.0,2,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,217,103,14,197,16,9.0,72,1.0,13.0,45,8,53,29,94,1,33,21,5,0.0,2,3.0,0,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,190,83,5,134,4,0.0,89,1.0,2.0,41,12,53,24,39,1,30,22,5,2.0,1,2.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,149,62,5,134,4,1.0,86,1.0,2.0,57,12,55,20,41,1,24,15,6,0.0,0,2.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,184,71,5,105,4,1.0,77,2.0,4.0,49,5,42,23,58,0,32,19,9,3.0,0,5.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,216,81,8,138,5,4.0,83,3.0,3.0,52,4,50,26,52,1,28,23,3,2.0,2,10.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,198,86,6,163,9,3.0,71,3.0,4.0,48,8,33,28,50,1,26,16,6,4.0,1,14.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,170,84,4,184,8,3.0,81,2.0,8.0,63,11,22,34,23,0,40,17,6,1.0,0,6.0,2,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,156,63,7,111,6,2.0,83,3.0,5.0,40,8,34,31,40,1,15,21,5,3.0,0,2.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,188,65,7,110,12,5.0,91,1.0,4.0,44,15,45,38,53,1,23,24,3,0.0,1,4.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,140,70,8,129,9,3.0,71,2.0,2.0,44,4,41,24,40,0,37,21,5,2.0,0,4.0,0,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,160,65,6,110,5,0.0,100,3.0,2.0,48,7,50,30,50,0,14,22,5,1.0,0,5.0,0,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,182,64,6,100,7,1.0,80,1.0,2.0,48,6,43,32,49,1,27,14,3,0.0,1,4.0,1,1,1,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,146,88,10,153,6,3.0,65,0.0,1.0,34,10,25,35,20,0,24,17,3,1.0,0,10.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,154,78,10,184,5,9.0,60,1.0,2.0,49,11,39,34,27,0,28,16,3,2.0,0,1.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,177,69,8,114,4,6.0,65,1.0,2.0,64,15,48,17,49,1,26,15,4,1.0,1,2.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,177,72,8,119,5,8.0,74,1.0,2.0,55,14,43,31,46,1,15,18,4,0.0,0,5.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,191,80,13,146,8,4.0,76,0.0,3.0,53,12,35,32,43,0,27,18,3,2.0,0,8.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,189,86,6,141,8,3.0,98,3.0,5.0,54,14,60,44,38,2,40,20,4,2.0,3,7.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,203,75,12,149,6,1.0,79,5.0,4.0,53,10,59,31,56,4,29,22,8,1.0,1,13.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,173,103,8,174,3,10.0,84,1.0,3.0,63,13,34,30,33,1,35,19,5,4.0,0,7.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,194,87,7,141,2,5.0,92,0.0,2.0,57,5,37,35,32,1,26,25,5,0.0,0,2.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,176,83,6,114,5,3.0,75,0.0,0.0,54,9,53,18,57,1,28,20,7,2.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,224,87,13,133,2,4.0,91,1.0,1.0,50,12,47,19,44,1,39,24,0,1.0,1,8.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,190,82,11,134,5,3.0,94,1.0,2.0,67,14,49,24,46,0,29,29,5,0.0,1,5.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,168,67,12,115,10,3.0,84,4.0,2.0,64,11,42,20,48,2,30,15,2,0.0,1,9.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,206,93,13,150,3,3.0,80,2.0,3.0,58,10,51,38,54,2,34,18,1,2.0,1,10.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
