OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
57,176,75,16,108,2,4.0,35,0.0,5.0,51,6,28,29,56,1,27,18,6,0.0,0,1.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
49,152,100,19,127,10,3.0,39,0.0,1.0,59,2,23,22,37,1,21,13,6,0.0,0,0.0,1,0,1,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,146,72,9,130,13,9.0,31,0.0,9.0,51,4,31,29,89,0,25,14,1,3.0,1,0.0,2,0,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,159,82,9,116,4,3.0,42,2.0,3.0,48,3,34,29,52,0,16,20,3,0.0,0,0.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
50,150,60,2,89,9,1.0,43,0.0,2.0,42,5,30,17,58,1,13,25,5,1.0,0,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
47,164,72,13,124,10,1.0,34,0.0,2.0,51,5,30,22,66,1,31,15,3,1.0,0,5.0,0,1,0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
51,147,74,10,117,8,4.0,33,0.0,4.0,55,2,26,27,66,0,21,19,1,1.0,0,1.0,2,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,165,55,14,147,6,3.0,36,0.0,4.0,51,5,30,13,67,2,19,26,1,2.0,2,5.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
32,124,76,8,165,8,2.0,41,0.0,3.0,43,1,20,26,36,0,22,21,2,2.0,1,1.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
39,151,73,9,128,9,1.0,35,0.0,2.0,45,1,11,22,48,1,28,9,1,1.0,0,0.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
48,162,77,9,106,3,0.0,39,0.0,1.0,55,6,25,25,60,0,18,21,4,0.0,0,0.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
63,165,73,20,105,5,7.0,51,0.0,0.0,53,5,28,27,51,0,24,27,2,2.0,0,6.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,169,83,20,130,9,3.0,38,2.0,3.0,76,4,41,34,40,0,27,21,6,2.0,1,4.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,177,75,25,152,6,1.0,34,0.0,2.0,67,4,27,22,51,0,25,27,2,1.0,2,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,202,84,17,140,6,5.0,49,1.0,1.0,47,2,29,31,52,0,24,8,4,2.0,1,8.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,177,60,9,131,7,3.0,30,0.0,1.0,49,2,33,33,52,1,21,25,4,0.0,0,5.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
34,142,67,7,129,4,4.0,27,0.0,2.0,46,1,29,29,41,0,23,12,4,1.0,0,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,186,102,9,123,6,3.0,21,0.0,7.0,49,3,62,19,53,0,21,16,3,2.0,0,1.0,0,0,0,3.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
57,172,68,13,107,7,4.0,31,0.0,5.0,54,5,40,25,57,0,23,17,3,1.0,0,7.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
47,156,63,12,99,9,2.0,22,0.0,2.0,56,4,27,22,55,1,25,16,2,1.0,0,6.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,167,72,17,91,4,3.0,43,0.0,3.0,62,3,35,20,54,2,25,31,7,1.0,1,8.0,1,0,4,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
53,186,76,20,155,9,7.0,54,0.0,2.0,46,2,33,32,57,2,29,27,3,0.0,0,9.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,135,85,11,143,4,3.0,44,0.0,2.0,53,2,24,29,44,2,23,16,5,4.0,0,7.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,150,95,18,149,6,1.0,35,0.0,0.0,52,4,32,23,37,1,24,24,3,0.0,1,0.0,0,0,1,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,174,75,22,121,3,3.0,25,1.0,5.0,64,8,34,26,54,0,18,21,2,2.0,0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,186,79,10,130,10,4.0,27,0.0,1.0,55,7,33,26,42,1,22,15,4,4.0,0,4.0,3,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,186,66,8,128,2,2.0,39,0.0,3.0,67,5,36,31,48,3,26,25,6,3.0,2,8.0,1,2,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,203,72,15,102,8,3.0,32,0.0,1.0,63,2,21,17,75,1,26,15,6,2.0,0,6.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,182,74,18,129,7,5.0,56,0.0,4.0,69,5,36,24,56,0,19,19,7,2.0,0,7.0,1,0,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,180,63,10,119,4,1.0,37,1.0,3.0,52,4,35,26,45,0,25,13,4,0.0,0,2.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
46,163,80,19,156,6,8.0,42,1.0,3.0,55,4,26,21,37,0,28,20,6,1.0,0,0.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
64,172,87,16,142,9,6.0,31,2.0,5.0,64,7,43,25,66,1,22,21,2,1.0,0,1.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,229,99,11,193,16,7.0,31,0.0,10.0,75,7,31,28,137,1,27,19,5,1.0,1,0.0,0,1,2,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,193,62,13,150,4,4.0,45,0.0,7.0,73,6,26,23,70,0,28,24,4,3.0,1,6.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,165,81,12,147,9,3.0,36,0.0,5.0,68,4,26,24,66,3,18,16,1,2.0,0,5.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,176,79,25,172,8,7.0,57,1.0,5.0,73,1,28,25,53,2,26,30,9,1.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,207,96,21,211,7,5.0,36,1.0,3.0,62,4,28,26,54,0,28,10,2,0.0,1,0.0,2,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,147,93,19,186,11,7.0,24,0.0,4.0,60,3,18,28,28,3,24,10,3,4.0,1,1.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,198,74,18,150,10,1.0,44,0.0,4.0,66,2,30,27,58,0,28,27,3,2.0,3,2.0,0,0,0,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,
61,179,80,21,152,6,5.0,34,1.0,7.0,65,10,32,20,55,2,31,25,3,4.0,0,8.0,0,0,2,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
50,192,80,20,157,4,1.0,26,0.0,10.0,63,5,42,22,53,1,27,26,2,0.0,1,7.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,200,71,19,139,6,0.0,36,1.0,5.0,61,5,34,23,70,0,23,16,7,1.0,1,6.0,1,0,1,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
41,166,86,15,133,8,3.0,41,1.0,2.0,54,2,40,28,54,0,18,19,5,4.0,0,8.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,172,94,11,130,4,4.0,34,2.0,2.0,51,1,30,20,40,4,18,15,5,2.0,0,4.0,2,0,1,1.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
42,145,100,10,161,8,5.0,32,1.0,0.0,49,2,22,31,21,0,27,18,5,2.0,0,3.0,2,0,0,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
55,186,107,5,123,8,5.0,33,1.0,4.0,74,5,35,32,56,0,23,25,4,3.0,1,0.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
56,184,76,15,136,6,6.0,25,0.0,2.0,69,4,28,32,60,1,28,13,0,1.0,1,0.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,174,78,22,170,2,2.0,39,0.0,2.0,67,5,33,26,48,2,18,22,5,1.0,0,0.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,202,90,11,139,8,10.0,29,2.0,6.0,75,7,34,28,53,0,30,14,4,3.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64,184,63,13,138,7,2.0,47,0.0,9.0,61,8,34,32,73,2,28,24,1,3.0,0,5.0,2,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,187,79,13,166,8,4.0,53,0.0,3.0,47,2,35,27,39,0,27,19,5,1.0,1,0.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,168,82,19,169,3,4.0,35,0.0,3.0,61,2,35,36,46,0,19,19,1,1.0,0,0.0,0,0,1,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
51,179,74,14,116,6,3.0,50,0.0,0.0,58,1,30,24,51,0,29,21,2,0.0,0,0.0,2,0,1,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
54,184,80,13,140,7,6.0,39,1.0,2.0,85,6,40,15,69,2,25,15,2,1.0,0,5.0,0,2,0,2.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
61,181,83,23,141,2,2.0,37,4.0,4.0,75,2,22,33,54,1,25,18,4,1.0,0,6.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
60,185,88,28,150,6,8.0,50,1.0,5.0,64,2,36,20,53,0,33,21,2,0.0,0,5.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59,184,98,16,165,6,3.0,26,2.0,4.0,71,1,23,22,65,2,21,23,5,3.0,0,3.0,2,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,195,97,26,215,7,3.0,42,2.0,2.0,72,3,19,18,48,2,33,17,4,3.0,2,3.0,1,2,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,178,101,32,247,7,3.0,46,0.0,3.0,56,7,26,30,38,0,26,14,6,1.0,1,9.0,0,0,4,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
56,183,96,38,194,8,6.0,48,2.0,3.0,71,5,32,28,43,2,34,23,10,2.0,0,0.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,206,99,11,194,4,3.0,33,0.0,3.0,63,7,41,38,61,0,30,19,5,0.0,1,1.0,0,1,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,208,109,14,138,8,4.0,36,0.0,3.0,71,3,37,38,59,1,27,16,5,2.0,1,0.0,1,1,0,4.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
60,201,76,14,159,9,6.0,33,0.0,4.0,77,2,48,27,61,1,23,21,4,2.0,0,7.0,1,0,0,3.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,
71,232,86,16,166,32,10.0,43,1.0,14.0,72,4,42,27,122,1,38,19,5,1.0,1,9.0,1,1,5,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,183,76,17,178,8,3.0,50,0.0,3.0,68,5,31,28,62,2,30,14,0,0.0,0,1.0,1,0,2,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
52,188,91,16,198,4,5.0,37,1.0,1.0,64,5,36,32,31,2,35,24,4,2.0,0,0.0,1,0,3,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
53,187,75,16,149,4,4.0,30,1.0,3.0,76,2,36,31,74,0,25,19,0,1.0,1,0.0,0,2,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,199,69,14,133,4,4.0,37,1.0,4.0,66,4,33,18,66,1,33,17,3,2.0,1,0.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
73,206,75,13,140,3,3.0,35,1.0,3.0,77,4,33,39,61,0,24,10,5,1.0,0,4.0,1,0,1,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
54,182,90,12,155,3,5.0,35,0.0,3.0,63,3,33,18,51,1,29,21,5,1.0,0,0.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
42,179,92,10,129,12,6.0,46,0.0,1.0,64,11,36,29,50,1,26,20,4,5.0,0,6.0,1,0,3,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,213,106,21,153,8,3.0,40,2.0,2.0,49,9,25,28,41,1,34,28,7,4.0,0,1.0,1,0,1,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
34,208,75,16,165,8,3.0,38,0.0,3.0,34,2,31,25,32,0,28,21,4,4.0,0,0.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,199,78,16,131,2,4.0,39,1.0,3.0,49,5,32,25,59,1,22,20,1,0.0,0,1.0,0,2,0,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
61,201,85,17,139,1,1.0,32,3.0,4.0,70,6,28,28,50,0,28,21,7,2.0,1,1.0,2,3,1,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
49,193,73,10,155,8,2.0,33,3.0,3.0,66,3,27,21,48,0,17,25,5,0.0,1,5.0,0,0,3,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
41,189,104,17,124,6,2.0,39,4.0,2.0,54,4,38,28,42,0,21,26,3,2.0,0,8.0,1,0,2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
66,178,80,25,153,7,6.0,42,0.0,4.0,60,2,34,27,88,2,35,19,4,4.0,0,0.0,2,0,4,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
44,201,109,19,175,8,7.0,32,0.0,4.0,59,7,31,25,46,3,28,14,5,3.0,0,0.0,0,1,1,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,
43,177,85,18,226,9,5.0,20,1.0,3.0,86,3,29,31,35,1,27,9,7,5.0,1,3.0,0,1,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,212,95,19,185,7,1.0,29,1.0,4.0,59,6,35,24,49,0,26,25,4,3.0,1,0.0,0,0,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,196,90,8,153,4,4.0,35,2.0,1.0,69,3,43,21,48,1,19,24,2,3.0,2,6.0,1,1,1,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,231,100,23,160,13,5.0,43,4.0,1.0,59,6,46,23,61,0,29,23,3,0.0,3,1.0,1,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,197,49,10,99,11,1.0,31,0.0,1.0,52,2,38,25,67,2,14,13,4,1.0,1,0.0,0,0,0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
44,183,83,17,113,5,4.0,45,0.0,1.0,57,4,43,30,45,0,25,15,5,0.0,0,1.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
48,224,105,18,158,4,3.0,37,0.0,3.0,58,5,32,29,46,1,26,28,3,1.0,0,7.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,215,93,23,201,4,6.0,20,0.0,3.0,76,8,37,39,38,0,32,22,1,2.0,0,1.0,1,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,221,85,15,165,6,3.0,34,3.0,5.0,58,1,44,31,59,0,36,25,5,2.0,4,0.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
46,210,110,19,120,3,7.0,31,1.0,0.0,59,5,41,27,60,0,31,14,2,4.0,1,0.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
49,216,83,13,131,10,5.0,39,0.0,3.0,70,3,48,24,64,1,33,29,2,1.0,1,0.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
54,211,76,18,146,10,6.0,33,1.0,5.0,67,5,37,30,63,2,34,18,3,1.0,0,1.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,195,82,23,148,5,4.0,32,1.0,4.0,63,5,36,23,57,2,35,14,5,0.0,0,5.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,212,89,20,194,7,4.0,46,2.0,2.0,56,5,29,30,54,1,37,14,7,2.0,0,4.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
73,203,87,16,193,18,12.0,56,1.0,4.0,74,4,50,33,101,0,22,25,2,1.0,0,3.0,1,0,2,2.0,0.0,,3.0,0.0,0.0,2.0,0.0,0.0,0.0,
58,231,84,12,169,4,3.0,37,0.0,3.0,71,7,37,23,65,0,23,24,5,0.0,1,0.0,2,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,200,86,25,134,10,1.0,55,0.0,1.0,56,4,53,29,57,0,24,23,6,2.0,0,4.0,2,0,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,152,103,32,226,10,7.0,36,0.0,5.0,66,6,34,27,29,0,27,16,8,0.0,1,0.0,3,0,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
43,193,98,24,158,6,4.0,63,3.0,3.0,67,5,39,23,53,1,24,24,5,1.0,2,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
67,206,97,19,130,4,8.0,65,1.0,1.0,69,10,45,28,72,1,39,16,4,2.0,1,0.0,2,0,2,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
64,187,92,21,178,7,4.0,41,1.0,1.0,64,5,32,30,46,1,37,10,6,1.0,0,0.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,150,90,20,220,6,5.0,39,2.0,5.0,69,1,35,30,30,0,37,18,9,4.0,1,0.0,2,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,200,91,19,133,4,4.0,34,3.0,1.0,64,3,39,18,65,1,40,23,4,1.0,0,0.0,2,1,2,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,221,87,12,138,6,3.0,37,2.0,6.0,55,5,38,30,62,3,29,13,8,2.0,0,1.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,187,74,16,140,7,3.0,24,0.0,5.0,56,3,33,22,61,3,26,20,2,4.0,0,0.0,1,4,0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
46,218,79,17,123,4,4.0,43,2.0,3.0,77,0,34,30,59,0,31,13,1,5.0,0,3.0,0,1,0,5.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
41,227,85,15,154,5,1.0,34,5.0,3.0,62,6,39,36,53,3,28,17,2,1.0,1,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,187,84,17,187,4,5.0,36,2.0,2.0,64,5,31,17,38,3,28,24,2,2.0,0,5.0,0,0,0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
54,189,89,16,188,11,4.0,30,2.0,2.0,61,1,26,29,47,0,30,22,3,4.0,0,0.0,0,1,2,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,190,84,10,152,4,7.0,40,1.0,4.0,58,10,35,27,58,1,23,20,3,0.0,0,0.0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,191,82,14,139,8,5.0,40,2.0,1.0,56,2,30,23,55,1,22,26,2,2.0,1,0.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,200,80,16,169,2,3.0,29,3.0,6.0,71,3,37,33,78,2,27,15,7,2.0,0,2.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
56,210,67,18,140,6,5.0,25,2.0,4.0,61,2,30,33,61,2,32,15,5,2.0,0,1.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,229,79,14,137,4,3.0,38,0.0,5.0,65,0,41,26,67,1,27,10,2,2.0,0,0.0,1,1,2,1.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,
42,191,98,18,186,3,4.0,37,0.0,1.0,57,2,41,27,41,2,25,11,6,4.0,0,1.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,179,84,18,173,5,6.0,45,1.0,3.0,60,1,39,24,44,0,43,22,3,3.0,0,0.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,218,97,22,158,4,5.0,35,1.0,2.0,64,3,35,25,59,0,27,22,5,2.0,3,1.0,2,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,210,89,9,143,5,1.0,34,0.0,2.0,72,4,41,29,63,0,17,21,3,0.0,0,1.0,2,0,1,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,205,90,15,152,7,5.0,47,1.0,1.0,57,3,28,27,59,3,19,23,4,2.0,0,2.0,0,4,2,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,209,92,15,133,5,4.0,38,3.0,2.0,53,4,41,22,57,0,34,21,4,2.0,1,7.0,2,0,0,1.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,
54,178,107,19,118,12,3.0,42,1.0,1.0,62,4,41,31,59,2,25,17,6,3.0,1,9.0,0,3,0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,199,95,20,165,1,4.0,30,0.0,8.0,48,7,30,30,54,2,22,25,8,3.0,0,4.0,2,1,2,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
37,183,69,31,181,3,6.0,28,1.0,1.0,68,0,33,32,36,0,34,18,2,3.0,0,1.0,1,1,2,4.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,215,91,14,122,7,3.0,22,1.0,2.0,48,3,41,33,56,0,34,21,3,1.0,1,0.0,0,1,1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,210,95,16,146,2,3.0,35,1.0,3.0,69,3,33,29,82,0,20,22,2,2.0,0,0.0,0,1,1,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
72,234,81,18,156,14,9.0,35,6.0,9.0,68,4,42,20,107,1,37,20,3,1.0,0,0.0,2,0,5,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,266,82,20,150,2,3.0,26,3.0,6.0,50,3,42,36,60,2,34,23,2,0.0,1,1.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,274,74,16,157,7,8.0,39,1.0,0.0,52,4,30,33,88,2,31,15,7,2.0,1,0.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
40,244,87,18,201,6,8.0,37,0.0,6.0,63,11,48,34,39,2,27,17,5,4.0,0,1.0,0,0,2,1.0,0.0,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,
48,224,97,26,199,5,7.0,19,0.0,3.0,77,3,29,20,44,0,25,16,1,8.0,2,3.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,218,74,16,130,7,4.0,38,0.0,5.0,52,5,48,26,65,0,27,21,5,3.0,0,0.0,0,2,1,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,234,70,14,122,5,5.0,41,3.0,6.0,46,3,34,36,64,1,18,26,4,2.0,0,0.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
62,223,69,14,125,4,2.0,38,1.0,4.0,63,2,27,25,58,0,28,26,5,4.0,0,8.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,210,75,15,147,8,3.0,32,1.0,6.0,50,7,44,27,50,4,21,13,4,3.0,0,0.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,232,74,20,137,8,6.0,48,3.0,2.0,66,5,41,28,62,0,37,24,7,2.0,1,5.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
39,191,92,25,178,8,4.0,43,2.0,5.0,66,8,46,40,50,0,39,15,1,0.0,0,0.0,2,1,1,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
58,162,113,23,196,2,3.0,47,2.0,3.0,67,4,28,29,41,0,39,17,3,0.0,1,0.0,0,1,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,225,77,22,150,7,2.0,34,1.0,1.0,59,6,38,26,71,0,28,17,1,1.0,0,0.0,0,0,2,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,222,86,16,142,12,5.0,48,0.0,4.0,67,3,34,37,59,2,31,18,2,1.0,0,0.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
